#anno-id:20036
#source:sejong
#text:그는 고의로 남의 자동차를 훼손한 혐의를 받고 있다.
0	그는	_	_	O
1	고의로	_	_	O
2	남의	_	_	B-Patient
3	자동차를	_	_	I-Patient
4	훼손한	훼손하다.v	Damaging	O
5	혐의를	_	_	O
6	받고	_	_	O
7	있다.	_	_	O

#anno-id:22386
#source:sejong
#text:배심원들은 만장일치로 그가 무죄라고 판결했다.
0	배심원들은	_	_	B-Judge
1	만장일치로	_	_	O
2	그가	_	_	B-Defendant
3	무죄라고	_	_	B-Finding
4	판결했다.	판결하다.v	Verdict	O

#anno-id:25275
#source:sejong
#text:그는 못마땅한 듯 잠시 얼굴을 찡그렸을 뿐 더 이상 아무 말도 하지 않았다.
0	그는	_	_	O
1	못마땅한	_	_	B-Manner
2	듯	_	_	I-Manner
3	잠시	_	_	B-Time
4	얼굴을	_	_	B-Body_part
5	찡그렸을	찡그리다.v	Making_faces	O
6	뿐	_	_	O
7	더	_	_	O
8	이상	_	_	O
9	아무	_	_	O
10	말도	_	_	O
11	하지	_	_	O
12	않았다.	_	_	O

#anno-id:25251
#source:sejong
#text:나는 영희를 준서와 자리를 서로 바꿔 주었다.
0	나는	_	_	O
1	영희를	_	_	B-Exchanger_1
2	준서와	_	_	B-Exchanger_2
3	자리를	_	_	I-Exchanger_2
4	서로	_	_	B-Manner
5	바꿔	바꾸다.v	Exchange	O
6	주었다.	_	_	O

#anno-id:20687
#source:sejong
#text:철수는 결국 그 직장에 뿌리를 박았다.
0	철수는	_	_	B-Agent
1	결국	_	_	B-Manner
2	그	_	_	B-Goal
3	직장에	_	_	I-Goal
4	뿌리를	_	_	B-Theme
5	박았다.	박다.v	Placing	O

#anno-id:21101
#source:sejong
#text:철수는 영희의 말도 주요 안건으로 집어넣었다.
0	철수는	_	_	B-Agent
1	영희의	_	_	B-Theme
2	말도	_	_	I-Theme
3	주요	_	_	B-Goal
4	안건으로	_	_	I-Goal
5	집어넣었다.	집어넣다.v	Placing	O

#anno-id:24677
#source:sejong
#text:아토피성 피부인 사람들은 손톱으로 가려운 곳을 긁어 상처가 나기 쉽다.
0	아토피성	_	_	B-Agent
1	피부인	_	_	I-Agent
2	사람들은	_	_	I-Agent
3	손톱으로	_	_	B-Means
4	가려운	_	_	B-Body_part
5	곳을	_	_	I-Body_part
6	긁어	긁다.v	Cause_bodily_experience	O
7	상처가	_	_	O
8	나기	_	_	O
9	쉽다.	_	_	O

#anno-id:21703
#source:sejong
#text:마을사람들은 횃불로 언 땅을 녹이면서 땅을 파내려가기 시작했다.
0	마을사람들은	_	_	B-Patient
1	횃불로	_	_	B-Manner
2	언	_	_	B-Patient
3	땅을	_	_	I-Patient
4	녹이면서	녹이다.v	Change_of_phase	O
5	땅을	_	_	O
6	파내려가기	_	_	O
7	시작했다.	_	_	O

#anno-id:24627
#source:sejong
#text:관중들이 상대편 선수들에게 야유하고 있다.
0	관중들이	_	_	B-Communicator
1	상대편	_	_	B-Addressee
2	선수들에게	_	_	I-Addressee
3	야유하고	야유하다.v	Judgment_direct_address	O
4	있다.	_	_	O

#anno-id:20877
#source:sejong
#text:공해로 인한 산성화 때문에 나무들도 멸종되어 창경궁 후원의 경우 1985년 이후로 거의 절반이 멸종된 것으로 알려졌다.
0	공해로	_	_	O
1	인한	_	_	O
2	산성화	_	_	O
3	때문에	_	_	O
4	나무들도	_	_	O
5	멸종되어	_	_	O
6	창경궁	_	_	B-Place
7	후원의	_	_	I-Place
8	경우	_	_	I-Place
9	1985년	_	_	B-Time
10	이후로	_	_	I-Time
11	거의	_	_	B-Manner
12	절반이	_	_	B-Theme
13	멸종된	멸종되다.v	Removing	O
14	것으로	_	_	O
15	알려졌다.	_	_	O

#anno-id:22852
#source:sejong
#text:죄수들이 서울로 도망쳤다.
0	죄수들이	_	_	B-Self_mover
1	서울로	_	_	B-Goal
2	도망쳤다.	도망치다.v	Fleeing	O

#anno-id:17994
#source:sejong
#text:이번 전시회를 무사히 치르기 위해 미술관 측에서는 작품 하나하나에 도난방지기를 장치했다고 한다.
0	이번	_	_	B-Purpose
1	전시회를	_	_	I-Purpose
2	무사히	_	_	I-Purpose
3	치르기	_	_	I-Purpose
4	위해	_	_	I-Purpose
5	미술관	_	_	B-Agent
6	측에서는	_	_	I-Agent
7	작품	_	_	B-Fixed_location
8	하나하나에	_	_	I-Fixed_location
9	도난방지기를	_	_	B-Component
10	장치했다고	장치하다.v	Installing	O
11	한다.	_	_	O

#anno-id:19542
#source:sejong
#text:그는 부하들에게 매사에 철저하게 준비하라고 훈계했다.
0	그는	_	_	B-Speaker
1	부하들에게	_	_	B-Content
2	매사에	_	_	I-Content
3	철저하게	_	_	I-Content
4	준비하라고	_	_	I-Content
5	훈계했다.	훈계하다.v	Attempt_suasion	O

#anno-id:18619
#source:sejong
#text:경찰에서는 또 민주화 운동가들을 집시법을 위반했다고 트집했다.
0	경찰에서는	_	_	B-Topic
1	또	_	_	I-Topic
2	민주화	_	_	I-Topic
3	운동가들을	_	_	I-Topic
4	집시법을	_	_	I-Topic
5	위반했다고	_	_	I-Topic
6	트집했다.	트집하다.v	Judgment_communication	O

#anno-id:24993
#source:sejong
#text:다음 월드컵에서는 꼭 네델란드를 박살내도록 하자.
0	다음	_	_	O
1	월드컵에서는	_	_	O
2	꼭	_	_	O
3	네델란드를	_	_	O
4	박살내도록	박살내다.v	Destroying	O
5	하자.	_	_	O

#anno-id:18837
#source:sejong
#text:네스토리안교를 다른 말로 경교라고도 이른다.
0	네스토리안교를	_	_	B-Message
1	다른	_	_	I-Message
2	말로	_	_	I-Message
3	경교라고도	_	_	I-Message
4	이른다.	이르다.v	Telling	O

#anno-id:20632
#source:sejong
#text:아이들에게 컴퓨터에 대해 이해시키기란 쉬운 일이 아니었다.
0	아이들에게	_	_	B-Cognizer
1	컴퓨터에	_	_	B-Phenomenon
2	대해	_	_	O
3	이해시키기란	이해시키다.v	Grasp	O
4	쉬운	_	_	O
5	일이	_	_	O
6	아니었다.	_	_	O

#anno-id:23412
#source:sejong
#text:언어학자는 습관적으로 의미에 형태를 관련시킨다.
0	언어학자는	_	_	O
1	습관적으로	_	_	B-Manner
2	의미에	_	_	B-Concept_1
3	형태를	_	_	B-Concept_2
4	관련시킨다.	관련시키다.v	Relating_concepts	O

#anno-id:21509
#source:sejong
#text:이 고기들을 열기에 그슬려 먹어봐라.
0	이	_	_	B-Food
1	고기들을	_	_	I-Food
2	열기에	_	_	B-Heating_instrument
3	그슬려	그슬리다.v	Apply_heat	O
4	먹어봐라.	_	_	O

#anno-id:18628
#source:sejong
#text:우리는 직원들의 가불금을 손익 계정에 대체하였다.
0	우리는	_	_	B-Agent
1	직원들의	_	_	B-Old
2	가불금을	_	_	I-Old
3	손익	_	_	B-New
4	계정에	_	_	I-New
5	대체하였다.	대체하다.v	Replacing	O

#anno-id:24081
#source:sejong
#text:호랑이가 막포수를 덮치려 하는 순간에 포수는 호랑이에게 총을 겨누었다.
0	호랑이가	_	_	B-Time
1	막포수를	_	_	I-Time
2	덮치려	_	_	I-Time
3	하는	_	_	I-Time
4	순간에	_	_	I-Time
5	포수는	_	_	B-Agent
6	호랑이에게	_	_	B-Targeted
7	총을	_	_	B-Instrument
8	겨누었다.	겨누다.v	Aiming	O

#anno-id:25399
#source:sejong
#text:그는 이 문제를 그 문제와 관련지었다.
0	그는	_	_	B-Agent
1	이	_	_	B-Rope
2	문제를	_	_	I-Rope
3	그	_	_	B-Knot
4	문제와	_	_	I-Knot
5	관련지었다.	관련짓다.v	Rope_manipulation	O

#anno-id:24259
#source:sejong
#text:1860년대에 개장되어 100년이 넘는 역사를 자랑하는 이 공원이 미국 공공 조경 발달의 효시가 되었다 해도 과언이 아니다.
0	1860년대에	_	_	B-Time
1	개장되어	개장되다.v	Closure	O
2	100년이	_	_	O
3	넘는	_	_	O
4	역사를	_	_	O
5	자랑하는	_	_	O
6	이	_	_	O
7	공원이	_	_	O
8	미국	_	_	O
9	공공	_	_	O
10	조경	_	_	O
11	발달의	_	_	O
12	효시가	_	_	O
13	되었다	_	_	O
14	해도	_	_	O
15	과언이	_	_	O
16	아니다.	_	_	O

#anno-id:25357
#source:sejong
#text:한국은 일본에게 나라를 잃은 적이 있다.
0	한국은	_	_	O
1	일본에게	_	_	O
2	나라를	_	_	B-Possession
3	잃은	잃다.v	Losing	O
4	적이	_	_	B-Manner
5	있다.	_	_	O

#anno-id:22602
#source:sejong
#text:냉전체제에서 미국에 대항할 유일한 강대국은 소련이었다.
0	냉전체제에서	_	_	B-Place
1	미국에	_	_	B-Side
2	대항할	대항하다.v	Taking_sides	O
3	유일한	_	_	B-Cognizer
4	강대국은	_	_	I-Cognizer
5	소련이었다.	_	_	O

#anno-id:25082
#source:sejong
#text:날씨가 추우면 근육이 수축한다.
0	날씨가	_	_	O
1	추우면	_	_	O
2	근육이	_	_	B-Item
3	수축한다.	수축하다.v	Expansion	O

#anno-id:20890
#source:sejong
#text:우리는 노조와 연대하여 투쟁을 계속할 것이다.
0	우리는	_	_	B-Part_1
1	노조와	_	_	B-Part_2
2	연대하여	연대하다.v	Cause_to_amalgamate	O
3	투쟁을	_	_	O
4	계속할	_	_	O
5	것이다.	_	_	O

#anno-id:17929
#source:sejong
#text:세상이 나를 배반할지라도 나는 너만을 믿고 살겠다.
0	세상이	_	_	B-Rebel
1	나를	_	_	B-Current_leadership
2	배반할지라도	배반하다.v	Rebellion	O
3	나는	_	_	O
4	너만을	_	_	O
5	믿고	_	_	O
6	살겠다.	_	_	O

#anno-id:23257
#source:sejong
#text:한 권이 1주일 분량이므로 6일 분량으로 나누어 학습시켜 보세요.
0	한	_	_	B-Material
1	권이	_	_	I-Material
2	1주일	_	_	O
3	분량이므로	_	_	O
4	6일	_	_	B-Time
5	분량으로	_	_	B-Manner
6	나누어	_	_	O
7	학습시켜	학습시키다.v	Education_teaching	O
8	보세요.	_	_	O

#anno-id:22336
#source:sejong
#text:성난 개가 달려들 듯이 으르렁거렸다.
0	성난	_	_	B-Manner
1	개가	_	_	I-Manner
2	달려들	_	_	I-Manner
3	듯이	_	_	I-Manner
4	으르렁거렸다.	으르렁거리다.v	Make_noise	O

#anno-id:18087
#source:sejong
#text:한때 미국에서는 술의 제조와 판매를 엄금했다.
0	한때	_	_	B-Time
1	미국에서는	_	_	B-Place
2	술의	_	_	B-State_of_affairs
3	제조와	_	_	I-State_of_affairs
4	판매를	_	_	I-State_of_affairs
5	엄금했다.	엄금하다.v	Prohibiting_or_licensing	O

#anno-id:23679
#source:sejong
#text:판매원의 세련된 매너는 점포판매에 있어서 고객의 구매와 직결되는 중요한 요소이다.
0	판매원의	_	_	B-Item
1	세련된	_	_	I-Item
2	매너는	_	_	I-Item
3	점포판매에	_	_	O
4	있어서	_	_	O
5	고객의	_	_	B-Goal
6	구매와	_	_	I-Goal
7	직결되는	직결되다.v	Attaching	O
8	중요한	_	_	O
9	요소이다.	_	_	O

#anno-id:20655
#source:sejong
#text:다른 안건으로 넘어갑시다.
0	다른	_	_	B-Goal
1	안건으로	_	_	I-Goal
2	넘어갑시다.	넘어가다.v	Self_motion	O

#anno-id:24652
#source:sejong
#text:김씨는 이웃집 과부에게 음탕한 생각을 품고 있는 듯했다.
0	김씨는	_	_	B-Owner
1	이웃집	_	_	O
2	과부에게	_	_	O
3	음탕한	_	_	B-Possession
4	생각을	_	_	I-Possession
5	품고	품다.v	Possession	O
6	있는	_	_	O
7	듯했다.	_	_	O

#anno-id:24496
#source:sejong
#text:비서를 거치지 않고 사장을 직접 접견할 수 없다.
0	비서를	_	_	B-Event
1	거치지	거치다.v	Undergoing	O
2	않고	_	_	O
3	사장을	_	_	O
4	직접	_	_	O
5	접견할	_	_	O
6	수	_	_	O
7	없다.	_	_	O

#anno-id:23959
#source:sejong
#text:그는 대통령 출마를 공언하고 다닌다.
0	그는	_	_	B-Speaker
1	대통령	_	_	B-Message
2	출마를	_	_	I-Message
3	공언하고	공언하다.v	Statement	O
4	다닌다.	_	_	O

#anno-id:17913
#source:sejong
#text:영수는 그 동안 모아둔 동전들을 지폐와 교환했다.
0	영수는	_	_	B-Money_owner
1	그	_	_	B-Source_currency
2	동안	_	_	I-Source_currency
3	모아둔	_	_	I-Source_currency
4	동전들을	_	_	I-Source_currency
5	지폐와	_	_	B-Target_currency
6	교환했다.	교환하다.v	Exchange_currency	O

#anno-id:20955
#source:sejong
#text:그는 산비탈을 끼고 내려갔다.
0	그는	_	_	B-Agent
1	산비탈을	_	_	B-Place
2	끼고	끼다.v	Placing	O
3	내려갔다.	_	_	O

#anno-id:23749
#source:sejong
#text:그는 메모에 적힌 내용을 한 자도 빠짐없이 머릿속에 집어넣었다.
0	그는	_	_	B-Agent
1	메모에	_	_	B-Theme
2	적힌	_	_	I-Theme
3	내용을	_	_	I-Theme
4	한	_	_	B-Manner
5	자도	_	_	I-Manner
6	빠짐없이	_	_	B-Manner
7	머릿속에	_	_	B-Goal
8	집어넣었다.	집어넣다.v	Placing	O

#anno-id:23755
#source:sejong
#text:이 문제에 관련해서 더 이상 말하지 않았다.
0	이	_	_	B-Topic
1	문제에	_	_	I-Topic
2	관련해서	관련하다.v	Topic	O
3	더	_	_	O
4	이상	_	_	O
5	말하지	_	_	O
6	않았다.	_	_	O

#anno-id:19615
#source:sejong
#text:아이가 엄마에게 젖을 달라고 보채었다.
0	아이가	_	_	B-Message
1	엄마에게	_	_	I-Message
2	젖을	_	_	I-Message
3	달라고	_	_	I-Message
4	보채었다.	보채다.v	Communication_noise	O

#anno-id:21184
#source:sejong
#text:정치인들은 국가가 잘 경영되도록 노력해야 하는 사람들이다.
0	정치인들은	_	_	B-Operator
1	국가가	_	_	B-System
2	잘	_	_	B-Manner
3	경영되도록	경영되다.v	Operating_a_system	O
4	노력해야	_	_	O
5	하는	_	_	O
6	사람들이다.	_	_	O

#anno-id:24275
#source:sejong
#text:저 여자는 사지는 않고 계속 옷을 만지작대고만 있다.
0	저	_	_	B-Agent
1	여자는	_	_	I-Agent
2	사지는	_	_	O
3	않고	_	_	O
4	계속	_	_	B-Manner
5	옷을	_	_	B-Entity
6	만지작대고만	만지작대다.v	Manipulation	O
7	있다.	_	_	O

#anno-id:24665
#source:sejong
#text:그들은 삼팔선을 넘어 이남했다.
0	그들은	_	_	B-Theme
1	삼팔선을	_	_	B-Path
2	넘어	넘다.v	Traversing	O
3	이남했다.	_	_	O

#anno-id:22193
#source:sejong
#text:사정은 딱하지만 회사에서 양해될지 의문이다.
0	사정은	_	_	B-Item
