#anno-id:17783
#source:propbank
#text:증권전문가들은 이틀 연속 대형우량주에 매수세가 형성되면서 반등에 성공했으나 기관과 개인투자자의 매물공세가 계속되는 한 불안정한 흐름이 이어질 수밖에 없다고 내다봤다.
0	증권전문가들은	_	_	B-Agent
1	이틀	_	_	O
2	연속	_	_	O
3	대형우량주에	_	_	O
4	매수세가	_	_	O
5	형성되면서	_	_	O
6	반등에	_	_	O
7	성공했으나	성공하다.v	Success_or_failure	O
8	기관과	_	_	O
9	개인투자자의	_	_	O
10	매물공세가	_	_	O
11	계속되는	_	_	O
12	한	_	_	O
13	불안정한	_	_	O
14	흐름이	_	_	O
15	이어질	_	_	O
16	수밖에	_	_	O
17	없다고	_	_	O
18	내다봤다.	_	_	O

#anno-id:21628
#source:propbank
#text:김은 미처 몸을 제대로 풀지도 못한 상태에서 등판했으나 최고시속 149KM의 강속구를 뿌려 코칭스태프의 신뢰를 얻었다.
0	김은	_	_	B-Source
1	미처	_	_	O
2	몸을	_	_	O
3	제대로	_	_	O
4	풀지도	_	_	O
5	못한	_	_	O
6	상태에서	_	_	O
7	등판했으나	_	_	O
8	최고시속	_	_	B-Mass_theme
9	149KM의	_	_	I-Mass_theme
10	강속구를	_	_	I-Mass_theme
11	뿌려	뿌리다.v	Mass_motion	O
12	코칭스태프의	_	_	O
13	신뢰를	_	_	O
14	얻었다.	_	_	O

#anno-id:22636
#source:propbank
#text:ILO는 2 일 발표한 `국경 없는 노동자군 - 이민에 미치는 지구화의 영향'이라는 연구보고서를 통해 지난 65 년 전세계적으로 7 천 500 만명이었던 이민노동자의 숫자는 현재 1 억 3 천여만명으로 늘었다고 밝히면서 지구화는 개발도상국 노동자들에게 해외노동을 더욱 매력적으로 만들고 있다고 지적했다.
0	ILO는	_	_	B-Communicator
1	2	_	_	B-Time
2	일	_	_	I-Time
3	발표한	발표하다.v	Expressing_publicly	O
4	`국경	_	_	B-Content
5	없는	_	_	I-Content
6	노동자군	_	_	I-Content
7	-	_	_	I-Content
8	이민에	_	_	I-Content
9	미치는	_	_	I-Content
10	지구화의	_	_	I-Content
11	영향'이라는	_	_	I-Content
12	연구보고서를	_	_	I-Content
13	통해	_	_	I-Content
14	지난	_	_	I-Content
15	65	_	_	I-Content
16	년	_	_	I-Content
17	전세계적으로	_	_	I-Content
18	7	_	_	I-Content
19	천	_	_	I-Content
20	500	_	_	I-Content
21	만명이었던	_	_	I-Content
22	이민노동자의	_	_	I-Content
23	숫자는	_	_	I-Content
24	현재	_	_	I-Content
25	1	_	_	I-Content
26	억	_	_	I-Content
27	3	_	_	I-Content
28	천여만명으로	_	_	I-Content
29	늘었다고	_	_	I-Content
30	밝히면서	_	_	I-Content
31	지구화는	_	_	O
32	개발도상국	_	_	O
33	노동자들에게	_	_	O
34	해외노동을	_	_	O
35	더욱	_	_	O
36	매력적으로	_	_	O
37	만들고	_	_	O
38	있다고	_	_	O
39	지적했다.	_	_	O

#anno-id:21710
#source:propbank
#text:클린턴 대통령은 이날 아침 NBC TV의 아침 뉴스 프로그램 `투데이'와 가진 회견에서 상하 양원의 공화, 민주당 지도부를 백악관으로 초청, 총기를 범죄자와 어린이로부터 격리시키기 위한 총기규제법안들의 처리 문제를 협의할 것이라고 말했다.
0	클린턴	_	_	B-Interlocutor_1
1	대통령은	_	_	I-Interlocutor_1
2	이날	_	_	O
3	아침	_	_	O
4	NBC	_	_	O
5	TV의	_	_	O
6	아침	_	_	O
7	뉴스	_	_	O
8	프로그램	_	_	O
9	`투데이'와	_	_	O
10	가진	_	_	O
11	회견에서	_	_	O
12	상하	_	_	B-Interlocutor_2
13	양원의	_	_	I-Interlocutor_2
14	공화,	_	_	I-Interlocutor_2
15	민주당	_	_	I-Interlocutor_2
16	지도부를	_	_	I-Interlocutor_2
17	백악관으로	_	_	B-Place
18	초청,	_	_	B-Topic
19	총기를	_	_	I-Topic
20	범죄자와	_	_	I-Topic
21	어린이로부터	_	_	I-Topic
22	격리시키기	_	_	I-Topic
23	위한	_	_	I-Topic
24	총기규제법안들의	_	_	I-Topic
25	처리	_	_	I-Topic
26	문제를	_	_	I-Topic
27	협의할	협의하다.v	Discussion	O
28	것이라고	_	_	O
29	말했다.	_	_	O

#anno-id:24013
#source:propbank
#text:삼성물산은 위세정보기술과 함께 인터넷 전문업체는 물론 인터넷 비즈니스로 전환하는 대형회사들을 집중 공략해 올해 매출 100 억원, 2002 년에는 매출 360 억원을 올릴 것으로 기대하고 있다.
0	삼성물산은	_	_	B-Cognizer
1	위세정보기술과	_	_	O
2	함께	_	_	O
3	인터넷	_	_	O
4	전문업체는	_	_	O
5	물론	_	_	O
6	인터넷	_	_	O
7	비즈니스로	_	_	O
8	전환하는	_	_	O
9	대형회사들을	_	_	O
10	집중	_	_	O
11	공략해	_	_	O
12	올해	_	_	B-Phenomenon
13	매출	_	_	I-Phenomenon
14	100	_	_	I-Phenomenon
15	억원,	_	_	I-Phenomenon
16	2002	_	_	B-Phenomenon
17	년에는	_	_	I-Phenomenon
18	매출	_	_	I-Phenomenon
19	360	_	_	I-Phenomenon
20	억원을	_	_	I-Phenomenon
21	올릴	_	_	I-Phenomenon
22	것으로	_	_	I-Phenomenon
23	기대하고	기대하다.v	Expectation	O
24	있다.	_	_	O

#anno-id:23915
#source:propbank
#text:독일의 첨단 기술 업체들이 독일 정부의 엄격한 외국인 취업 규제로 외국인 전문인력을 고용하지 못해 아예 기업을 외국으로 이전하는 사례가 속출하는 등 문제가 심각해지자 게르하르트 슈뢰더 총리는 정보통신 인력에 대해 문호를 개방할 것을 선언했다.
0	독일의	_	_	O
1	첨단	_	_	O
2	기술	_	_	O
3	업체들이	_	_	O
4	독일	_	_	O
5	정부의	_	_	O
6	엄격한	_	_	O
7	외국인	_	_	O
8	취업	_	_	O
9	규제로	_	_	O
10	외국인	_	_	O
11	전문인력을	_	_	O
12	고용하지	_	_	O
13	못해	_	_	O
14	아예	_	_	O
15	기업을	_	_	O
16	외국으로	_	_	O
17	이전하는	_	_	O
18	사례가	_	_	O
19	속출하는	_	_	O
20	등	_	_	O
21	문제가	_	_	O
22	심각해지자	_	_	O
23	게르하르트	_	_	O
24	슈뢰더	_	_	O
25	총리는	_	_	O
26	정보통신	_	_	B-Theme
27	인력에	_	_	I-Theme
28	대해	_	_	I-Theme
29	문호를	_	_	B-Barrier
30	개방할	개방하다.v	Openness	O
31	것을	_	_	O
32	선언했다.	_	_	O

#anno-id:17633
#source:propbank
#text:캉드쉬 전 총재는 지난해 세계무역기구(WTO) 사무총장 선출같이 `납득하기 어려운' 타협을 통하지 않고 가능한 한 신속하게 '이 일에 가장 적합한 사람'을 고르는 것이 중요하다고 강조했다.
0	캉드쉬	_	_	B-Cognizer
1	전	_	_	I-Cognizer
2	총재는	_	_	I-Cognizer
3	지난해	_	_	O
4	세계무역기구(WTO)	_	_	O
5	사무총장	_	_	O
6	선출같이	_	_	O
7	`납득하기	_	_	O
8	어려운'	_	_	O
