#anno-id:21725
#source:propbank
#text:레딩 집행위원은 유럽의 학교간 정보통신망 구축을 위해 시험 운용 중인 유럽학교통신망(EUN)도 강화할 필요가 있다고 밝혔다.
0	레딩	_	_	O
1	집행위원은	_	_	O
2	유럽의	_	_	O
3	학교간	_	_	O
4	정보통신망	_	_	O
5	구축을	_	_	O
6	위해	_	_	O
7	시험	_	_	O
8	운용	_	_	O
9	중인	_	_	O
10	유럽학교통신망(EUN)도	_	_	O
11	강화할	강화하다.v	Cause_change_of_strength	O
12	필요가	_	_	O
13	있다고	_	_	O
14	밝혔다.	_	_	O

#anno-id:25482
#source:propbank
#text:아들을 찾기 위해 차량 앞문을 연 채 3.2KM를 운전하던 중 제지하는 경찰에게 자식들이 없어진 사실을 알린 뒤 나윤양이 마지막으로 목격된 지점으로 다시 왔다가 길언덕 20여 M 아래에 쓰러져 있는 나윤양을 발견했다.
0	아들을	_	_	O
1	찾기	_	_	O
2	위해	_	_	O
3	차량	_	_	O
4	앞문을	_	_	O
5	연	_	_	O
6	채	_	_	O
7	3.2KM를	_	_	O
8	운전하던	_	_	O
9	중	_	_	O
10	제지하는	제지하다.v	Preventing_or_letting	O
11	경찰에게	_	_	O
12	자식들이	_	_	O
13	없어진	_	_	O
14	사실을	_	_	O
15	알린	_	_	O
16	뒤	_	_	O
17	나윤양이	_	_	O
18	마지막으로	_	_	O
19	목격된	_	_	O
20	지점으로	_	_	O
21	다시	_	_	O
22	왔다가	_	_	O
23	길언덕	_	_	O
24	20여	_	_	O
25	M	_	_	O
26	아래에	_	_	O
27	쓰러져	_	_	O
28	있는	_	_	O
29	나윤양을	_	_	O
30	발견했다.	_	_	O

#anno-id:20062
#source:propbank
#text:한편 탈북자들 가운데 20 세 전후의 청년들은 중국 깡패들의 행동대원이 되기도 하지만 대부분은 이 지역을 찾는 기자들이나 조선족들에게 구걸하며 지낸다고 이 보고서는 덧붙였다.
0	한편	_	_	O
1	탈북자들	_	_	B-Entity
2	가운데	_	_	I-Entity
3	20	_	_	B-Entity
4	세	_	_	I-Entity
5	전후의	_	_	I-Entity
6	청년들은	_	_	I-Entity
7	중국	_	_	B-Final_category
8	깡패들의	_	_	I-Final_category
9	행동대원이	_	_	I-Final_category
10	되기도	되다.v	Becoming	O
11	하지만	_	_	O
12	대부분은	_	_	O
13	이	_	_	O
14	지역을	_	_	O
15	찾는	_	_	O
16	기자들이나	_	_	O
17	조선족들에게	_	_	O
18	구걸하며	_	_	O
19	지낸다고	_	_	O
20	이	_	_	O
21	보고서는	_	_	O
22	덧붙였다.	_	_	O

#anno-id:25486
#source:propbank
#text:매일 1 종 이상의 생물이 국내에서 사라지는 것으로 밝혀졌다.
0	매일	_	_	O
1	1	_	_	B-Entity
2	종	_	_	I-Entity
3	이상의	_	_	I-Entity
4	생물이	_	_	I-Entity
5	국내에서	_	_	B-Place
6	사라지는	사라지다.v	Ceasing_to_be	O
7	것으로	_	_	O
8	밝혀졌다.	_	_	O

#anno-id:20982
#source:propbank
