#anno-id:17437
#source:propbank
#text:극지방, 고산지대 등의 빙하와 빙산이 유례없이 빠른 속도로 녹고 있어 지구상에 큰 환경 및 기후 변화를 초래할 것이라고 환경감시기구인 월드워치 인스티튜트가 6 일 경고했다.
0	극지방,	_	_	B-Cause
1	고산지대	_	_	I-Cause
2	등의	_	_	I-Cause
3	빙하와	_	_	I-Cause
4	빙산이	_	_	I-Cause
5	유례없이	_	_	O
6	빠른	_	_	O
7	속도로	_	_	O
8	녹고	_	_	O
9	있어	_	_	O
10	지구상에	_	_	B-Place
11	큰	_	_	B-Effect
12	환경	_	_	I-Effect
13	및	_	_	I-Effect
14	기후	_	_	I-Effect
15	변화를	_	_	I-Effect
16	초래할	초래하다.v	Cause_to_start	O
17	것이라고	_	_	O
18	환경감시기구인	_	_	O
19	월드워치	_	_	O
20	인스티튜트가	_	_	O
21	6	_	_	O
22	일	_	_	O
23	경고했다.	_	_	O

#anno-id:17444
#source:propbank
#text:정부는 장재룡 (장재룡) 외교통상부 차관보를 20-21 일 러시아에 파견, 한-러 간 고위 실무채널 구축 방안을 논의할 예정인 것으로 알려졌다.
0	정부는	_	_	O
1	장재룡	_	_	O
2	(장재룡)	_	_	O
3	외교통상부	_	_	O
4	차관보를	_	_	O
5	20-21	_	_	O
6	일	_	_	O
7	러시아에	_	_	O
8	파견,	_	_	O
9	한-러	_	_	B-Topic
10	간	_	_	I-Topic
11	고위	_	_	I-Topic
12	실무채널	_	_	I-Topic
13	구축	_	_	I-Topic
14	방안을	_	_	I-Topic
15	논의할	논의하다.v	Discussion	O
16	예정인	_	_	O
17	것으로	_	_	O
18	알려졌다.	_	_	O

#anno-id:17446
#source:propbank
#text:지난 28 일 있었던 존 프레스코트 부총리와 리빙스턴 의원간의 2 시간에 걸친 독대는 교착상태로 끝났으나 아직도 리빙스턴 의원이 스스로 물러설 기회는 남겨 둔 것이다.
0	지난	_	_	O
1	28	_	_	O
2	일	_	_	O
3	있었던	_	_	O
4	존	_	_	O
5	프레스코트	_	_	O
6	부총리와	_	_	O
7	리빙스턴	_	_	O
8	의원간의	_	_	O
9	2	_	_	O
10	시간에	_	_	O
11	걸친	_	_	O
12	독대는	_	_	O
13	교착상태로	_	_	O
14	끝났으나	_	_	O
15	아직도	_	_	O
16	리빙스턴	_	_	B-Self_mover
17	의원이	_	_	I-Self_mover
18	스스로	_	_	B-Manner
19	물러설	물러서다.v	Quitting_a_place	O
20	기회는	_	_	O
21	남겨	_	_	O
22	둔	_	_	O
23	것이다.	_	_	O

#anno-id:17456
#source:propbank
#text:빌 클린턴 미국 대통령은 16 일 석유수출국기구(OPEC)가 석유 및 천연가스 가격을 내리는 방향으로 의견을 모을 것으로 기대하지만 미국 스스로도 유가 인하를 위해 해야 할 일들이 적지 않다고 말했다.
0	빌	_	_	B-Cognizer
1	클린턴	_	_	I-Cognizer
2	미국	_	_	I-Cognizer
3	대통령은	_	_	I-Cognizer
4	16	_	_	B-Time
5	일	_	_	I-Time
6	석유수출국기구(OPEC)가	_	_	B-Phenomenon
7	석유	_	_	I-Phenomenon
8	및	_	_	I-Phenomenon
9	천연가스	_	_	I-Phenomenon
10	가격을	_	_	I-Phenomenon
11	내리는	_	_	I-Phenomenon
12	방향으로	_	_	I-Phenomenon
13	의견을	_	_	I-Phenomenon
14	모을	_	_	I-Phenomenon
15	것으로	_	_	I-Phenomenon
16	기대하지만	기대하다.v	Expectation	O
17	미국	_	_	O
18	스스로도	_	_	O
19	유가	_	_	O
20	인하를	_	_	O
21	위해	_	_	O
22	해야	_	_	O
23	할	_	_	O
24	일들이	_	_	O
25	적지	_	_	O
26	않다고	_	_	O
27	말했다.	_	_	O

#anno-id:17466
#source:propbank
#text:즉 HIV-1 바이러스가 점막조직과 접촉할 때 나무가지 세포 표면에서 배출된 DC-SIGN이라는 단백질에 들러붙게 되며 DC-SIGN은 이 세포를 전염시키지 않으면서 에이즈 바이러스가 림프선에 있는 면역세포까지 운반될 수 있도록 한다는 것이다.
0	즉	_	_	B-Goal
1	HIV-1	_	_	I-Goal
2	바이러스가	_	_	I-Goal
3	점막조직과	_	_	I-Goal
4	접촉할	_	_	I-Goal
5	때	_	_	I-Goal
6	나무가지	_	_	I-Goal
7	세포	_	_	I-Goal
8	표면에서	_	_	I-Goal
9	배출된	_	_	I-Goal
10	DC-SIGN이라는	_	_	I-Goal
11	단백질에	_	_	I-Goal
12	들러붙게	_	_	I-Goal
13	되며	_	_	I-Goal
14	DC-SIGN은	_	_	I-Goal
15	이	_	_	I-Goal
16	세포를	_	_	I-Goal
17	전염시키지	_	_	I-Goal
18	않으면서	_	_	I-Goal
19	에이즈	_	_	I-Goal
20	바이러스가	_	_	I-Goal
21	림프선에	_	_	I-Goal
22	있는	_	_	I-Goal
23	면역세포까지	_	_	I-Goal
24	운반될	운반하다.v	Bringing	O
25	수	_	_	O
26	있도록	_	_	O
27	한다는	_	_	O
28	것이다.	_	_	O

#anno-id:17473
#source:propbank
#text:그는 자신이 직면하고 있는 불명예의 배후에는 30 여년간 오스트리아를 통치한 좌익이 있다고 주장했다.
0	그는	_	_	O
1	자신이	_	_	O
2	직면하고	_	_	O
3	있는	_	_	O
4	불명예의	_	_	O
5	배후에는	_	_	O
6	30	_	_	B-Time
7	여년간	_	_	I-Time
8	오스트리아를	_	_	B-Dependent_entity
9	통치한	통치하다.v	Being_in_control	O
10	좌익이	_	_	B-Controlling_entity
11	있다고	_	_	O
12	주장했다.	_	_	O

#anno-id:17477
#source:propbank
#text:미국의 금리정책을 쥐고 주식시장에 막강한 영향력을 행사하고 있는 앨런 그린스펀 미연방준비제도이사회(FRB) 의장이 다우존스 산업평균 주가지수가 현재의 절반 수준에도 미치지 못한 상황에서 이미 거품증시를 우려하며 적어도 1 차례 이상 금리인상을 단행한 것으로 밝혀졌다.
0	미국의	_	_	B-Experiencer
1	금리정책을	_	_	I-Experiencer
2	쥐고	_	_	I-Experiencer
3	주식시장에	_	_	I-Experiencer
